IDquery;Q116
IDquery;Q163
0.7537883;D39876
0.78635037;D18515
0.8309206;D4186
0.851705;D84450
0.85497105;D74439
0.8578319;D35521
0.8620488;D19981
0.8689828;D58043
0.8693466;D37022
0.8732735;D13220
0.8758882;D33536
0.88113296;D26626
0.89150125;D10033
0.89408654;D8421
0.90401673;D5348
0.90573424;D95505
0.91151565;D74589
0.9129929;D27448
0.9146299;D4696
0.9261873;D4476
0.9263351;D65515
0.92680633;D27658
0.9428201;D16950
0.9438298;D95637
0.94451874;D79084
0.94864815;D89720
0.95253783;D30279
0.95639884;D78910
0.9575887;D70069
0.9586777;D94289
Number of distance computations:89514
IDquery;Q162
0.7819066;D30597
0.8256758;D897
0.83805186;D47662
0.8598953;D22216
0.89379025;D16558
0.8962779;D40263
0.90405023;D81179
0.9067547;D40119
0.912416;D40815
0.92806154;D85003
0.9363075;D95289
0.93774694;D27561
0.9455197;D36772
0.9455878;D27645
0.9514953;D21008
0.96148294;D63442
0.9653757;D20039
0.9672644;D71429
0.9726869;D935
0.9726871;D97132
0.9739381;D36980
0.9746367;D52718
0.9760298;D11537
0.97662646;D65349
0.98103946;D55944
0.9899566;D59200
0.9946512;D53672
0.99528825;D16217
0.9966341;D63205
0.9978252;D26091
Number of distance computations:89289
IDquery;Q165
0.7058656;D47968
0.796373;D54103
0.82066035;D52655
0.8219991;D91395
0.8636893;D91315
0.8783935;D93480
0.87990105;D81381
0.8803184;D14085
0.8843617;D82098
0.8975846;D54043
0.91879416;D33711
0.9190736;D52930
0.9269055;D32256
0.9348926;D79114
0.939622;D75964
0.9403378;D57489
0.9551586;D43400
0.95942235;D55909
0.96434754;D29050
0.9643498;D36348
0.96682835;D94747
0.96818113;D24447
0.97205406;D45599
0.99457884;D90845
0.9975739;D22007
0.99910843;D41315
1.00399;D96881
1.006547;D78581
1.0076619;D5570
1.0135521;D21662
Number of distance computations:88113
IDquery;Q164
0.8336408;D38798
0.8504696;D46931
0.8658696;D92671
0.86878145;D95436
0.89213586;D40853
0.8948482;D48599
0.9008465;D28757
0.9083193;D31760
0.91929245;D96234
0.9428116;D47220
0.9477728;D43145
0.9526156;D599
0.95486647;D26222
0.96035933;D7440
0.96140677;D34560
0.9629924;D14505
0.9763971;D18903
0.978496;D31944
0.98720366;D70419
0.9907113;D46701
0.9919465;D6197
0.993038;D22513
0.99573797;D37308
0.99908704;D91457
1.0037935;D14084
1.0055863;D25255
1.0059865;D67036
1.0073671;D16016
1.0094976;D44700
1.015104;D31665
Number of distance computations:91746
IDquery;Q161
0.7637962;D17379
0.7780917;D62031
0.78986794;D85831
0.8073758;D12887
0.8078006;D43798
0.8093557;D87404
0.818566;D30555
0.8235894;D11537
0.8296934;D91708
0.8333254;D93483
0.8334851;D27743
0.84051913;D3716
0.84643394;D37314
0.8470475;D46532
0.85137695;D76401
0.85769;D60287
0.8698086;D38117
0.87071055;D22786
0.87202173;D87358
0.87220365;D56075
0.8747337;D11667
0.8778898;D102
0.8780516;D24462
0.88297135;D3440
0.8892419;D18901
0.8898989;D61157
0.8903491;D66198
0.8907331;D6629
0.8928062;D36065
0.89518195;D10298
Number of distance computations:53201
IDquery;Q160
0.7457438;D91662
0.8072789;D39676
0.81571966;D30917
0.81683713;D96954
0.8375158;D45244
0.8719557;D75156
0.88632363;D82439
0.897849;D97657
0.90080607;D78120
0.9012411;D71628
0.906192;D32276
0.9128976;D79035
0.9163912;D75499
0.92836195;D18435
0.93146664;D30422
0.9389151;D88048
0.9436835;D56648
0.9586882;D87297
0.9596669;D52378
0.96248287;D91152
0.97013664;D20422
0.97292846;D12560
0.97901976;D84370
0.982228;D47548
0.98277014;D65641
0.9832884;D723
0.99279803;D924
0.99342024;D71160
0.9976302;D99046
1.0038619;D169
Number of distance computations:88946
IDquery;Q149
0.8022682;D8403
0.8048898;D15545
0.8186443;D86157
0.87498623;D69762
0.876123;D38013
0.8847629;D88485
0.90879756;D75149
0.9281587;D83913
0.93249553;D72079
0.9326716;D43857
0.9354207;D75764
0.9358874;D71744
0.95170313;D20342
0.9611904;D80993
0.96384746;D1636
0.9682328;D14000
0.97614956;D74639
0.9891692;D32988
0.9931074;D76410
0.99496996;D92984
0.9952717;D63194
0.9983474;D51206
0.9986073;D2393
1.0029652;D47473
1.004343;D64117
1.006764;D7335
1.0069507;D89431
1.0147861;D94359
1.0180992;D24542
1.018135;D16810
Number of distance computations:91630
IDquery;Q148
0.8271218;D37482
0.8563941;D90523
0.8855923;D14477
0.9540901;D35579
0.9545218;D14001
0.9591771;D23624
0.96760786;D96572
0.96979487;D60294
0.9804097;D61612
0.98165;D33222
0.9878523;D81784
0.9892729;D98863
0.9924202;D95351
1.0003906;D55310
1.0014789;D11065
1.0017072;D72100
1.0051014;D90127
1.0078826;D87900
1.0091895;D95166
1.0095122;D65183
1.0156494;D9327
1.0185376;D11731
1.0193464;D63024
1.020717;D53289
1.0211908;D58095
1.0253383;D48201
1.0280156;D92906
1.028292;D93848
1.0286691;D33994
1.031046;D69970
Number of distance computations:92477
IDquery;Q145
0.6824281;D40554
0.68639064;D89038
0.7370453;D19635
0.8186415;D56726
0.81948274;D12442
0.83044934;D26665
0.8456625;D4591
0.85399497;D92689
0.869436;D49123
0.8755767;D92248
0.8757412;D98417
0.88201493;D72815
0.885006;D11172
0.89514786;D23932
0.8994219;D90208
0.90161043;D28202
0.9020944;D93577
0.9070116;D8265
0.91388714;D73290
0.9185292;D6158
0.92000085;D62090
0.92562586;D11295
0.9271104;D40741
0.92855257;D93403
0.9365739;D61073
0.9377047;D42255
0.94061804;D81344
0.9447868;D26358
0.94891083;D20467
0.9508279;D98101
Number of distance computations:88148
IDquery;Q387
0.80789757;D96254
0.87174743;D51355
0.8991824;D70294
0.91475266;D33118
0.9263724;D50209
0.930455;D79235
0.9338308;D12852
0.93416893;D58531
0.9384366;D13100
0.9391452;D69353
0.9446725;D87680
0.9534743;D84108
0.9547956;D74560
0.95571387;D1357
0.9639074;D79612
0.9685223;D81590
0.97273517;D5628
0.97432244;D24379
0.97931176;D7233
0.9812343;D11730
0.9850376;D546
0.9889086;D40510
0.991112;D10702
0.99461925;D74459
0.99554276;D87143
0.99626887;D51958
0.9966645;D27469
0.998803;D17864
1.0006858;D36529
1.0037949;D15072
Number of distance computations:87677
IDquery;Q144
0.7631589;D37772
0.80504715;D50648
0.85481834;D86438
0.89453304;D84519
0.91092837;D21547
0.93021494;D75182
0.93397635;D5171
0.94395626;D17886
0.95455754;D35570
0.95704937;D96403
0.95789826;D98466
0.96102405;D59826
0.963474;D94331
0.9705023;D44559
0.97537196;D40260
0.9783264;D90883
0.98097533;D54297
0.98153156;D2605
0.9841218;D27938
0.9847711;D98330
0.98822707;D99548
0.99416244;D89206
0.9947518;D12522
0.9960091;D20958
0.99678254;D10425
0.99875444;D21577
0.9989836;D31392
1.0003135;D49020
1.0092276;D39945
1.0180367;D17169
Number of distance computations:89887
IDquery;Q386
0.81150806;D99791
0.8145006;D98282
0.8278257;D44231
0.836404;D7781
0.8475275;D4292
0.8484981;D67192
0.8570825;D99514
0.85747015;D19097
0.86064786;D3560
0.8666094;D17518
0.8675368;D40130
0.869918;D24651
0.8785526;D83296
0.8844023;D53420
0.89106214;D64914
0.89133805;D43081
0.89211875;D74907
0.893594;D17989
0.8940381;D3921
0.8963809;D62588
0.9043214;D63414
0.9118692;D64847
0.9131233;D6265
0.9180878;D35739
0.92080367;D58221
0.92705464;D45029
0.92802817;D83240
0.9313583;D77327
0.9358739;D61468
0.9375735;D31025
Number of distance computations:82045
IDquery;Q147
0.82391787;D65519
0.8350692;D45479
0.8445622;D33808
0.8579983;D26658
0.886475;D83341
0.9120401;D91533
0.9229791;D13388
0.92834955;D348
0.9298639;D67442
0.93568;D49094
0.9373703;D73731
0.9441376;D35173
0.94507957;D20202
0.9501293;D51029
0.9726353;D68092
0.9729283;D75163
0.9733025;D63325
0.9855492;D39650
0.98763335;D55067
0.99132246;D33567
0.99157274;D33675
0.99454325;D58957
0.99615633;D52882
0.9967138;D29033
0.9983191;D97421
1.0022674;D3830
1.0035622;D71078
1.0103315;D4646
1.0111462;D98178
1.0139699;D81462
Number of distance computations:92522
IDquery;Q389
0.6727178;D49797
0.7007361;D21741
0.7826248;D70911
0.84424096;D52603
0.8517006;D32262
0.8552448;D21155
0.8802601;D13754
0.88306993;D66927
0.8859733;D48526
0.88781613;D29159
0.89783514;D62680
0.90178764;D98997
0.903489;D36601
0.9052364;D57361
0.9165778;D32311
0.919384;D85930
0.9243348;D80932
0.92474216;D50556
0.92703706;D70688
0.9287189;D18351
0.9358067;D74791
0.93723667;D28543
0.94323355;D94736
0.94368994;D89749
0.9479507;D80964
0.9515067;D82204
0.9542963;D60516
0.9549507;D5499
0.9572906;D7639
0.962066;D85137
Number of distance computations:85238
IDquery;Q146
0.72379917;D74095
0.8142671;D27881
0.82743174;D68064
0.8307566;D94715
0.87222034;D64080
0.87271905;D3796
0.89190876;D51988
0.8999599;D4192
0.9045474;D34216
0.912943;D62986
0.9213056;D24783
0.9233907;D70696
0.9234856;D9931
0.92427963;D32862
0.93201375;D29068
0.9373352;D68024
0.9421164;D41308
0.944808;D32256
0.951687;D75046
0.9532479;D99
0.95707184;D16001
0.9601932;D73920
0.96083874;D28654
0.9633006;D82205
0.9640023;D18039
0.9641981;D99798
0.9669642;D21104
0.9680742;D6172
0.96812534;D58492
0.9682713;D73379
Number of distance computations:82129
IDquery;Q388
0.819598;D65453
0.84117144;D759
0.84986037;D60028
0.8642858;D82978
0.86821306;D1230
0.876242;D38670
0.89186174;D10885
0.89519686;D58107
0.9014572;D69474
0.9110696;D77849
0.91134036;D30997
0.91159797;D818
0.91551733;D90084
0.9164636;D14130
0.92152566;D63450
0.9219997;D19444
0.9236556;D76061
0.9304004;D27772
0.9424631;D64761
0.943843;D36631
0.9485564;D24472
0.9494294;D99570
0.95045817;D84043
0.95188975;D25538
0.95464975;D47524
0.95630294;D72487
0.9577381;D81529
0.961686;D13408
0.9651283;D10214
0.9664266;D59910
Number of distance computations:86710
IDquery;Q152
0.82113564;D89637
0.822113;D2740
0.82433456;D52219
0.8499862;D43628
0.87674457;D65373
0.8789948;D12275
0.88672256;D12847
0.88697815;D30118
0.8877734;D70427
0.89163905;D1690
0.89236987;D37590
0.89404327;D22604
0.89612764;D73637
0.89882034;D48488
0.90071136;D17363
0.90667427;D18180
0.91038316;D1216
0.9131897;D6590
0.91968983;D14678
0.92050904;D74066
0.925084;D93492
0.9254129;D92008
0.9269857;D51547
0.933644;D81705
0.9341455;D14851
0.9383987;D45768
0.94353837;D72476
0.94523954;D60061
0.94878757;D92674
0.9488296;D25954
Number of distance computations:82137
IDquery;Q394
0.82672596;D80098
0.84489316;D12448
0.86177367;D25821
0.8705241;D35168
0.8750452;D13455
0.88347065;D66870
0.90590066;D26269
0.92351276;D73671
0.93058217;D89925
0.93545616;D84589
0.95095366;D88452
0.9576358;D82579
0.9589301;D87635
0.96578246;D83193
0.9712223;D98520
0.97370654;D64840
0.98055995;D50706
0.981697;D36537
0.98191047;D87258
0.9838128;D63045
0.98434705;D21504
0.9844271;D79587
0.9863728;D7952
0.9883787;D29231
0.9905558;D23462
0.9942923;D94726
0.9949263;D12340
1.000833;D72258
1.0013154;D80440
1.001923;D55383
Number of distance computations:91449
IDquery;Q151
0.8364002;D51072
0.8430244;D81307
0.845282;D15384
0.8457905;D89593
0.87866956;D23617
0.9280488;D19334
0.9323976;D59219
0.9336296;D39136
0.93629044;D97115
0.9392925;D11179
0.9393983;D75780
0.94036126;D94833
0.94372433;D9445
0.951219;D217
0.96356577;D85652
0.9676906;D60701
0.96908885;D49660
0.97018856;D99017
0.9718395;D91180
0.9719801;D75464
0.9730304;D92299
0.9747698;D36024
0.9890924;D16470
0.9932016;D4780
0.99320555;D70323
0.99811995;D60501
0.9998348;D24955
1.0067962;D75505
1.0069873;D97095
1.0082059;D73048
Number of distance computations:91411
IDquery;Q393
0.6320563;D42158
0.7498817;D60668
0.76922894;D75008
0.8012143;D63429
0.85827756;D33893
0.86045474;D82280
0.86512357;D51916
0.8673196;D12971
0.8779513;D17500
0.8835492;D82196
0.8846613;D88634
0.8913318;D91041
0.9008021;D66064
0.9016669;D22476
0.91575533;D22831
0.92349017;D10899
0.926038;D98955
0.92626834;D20781
0.9267331;D94459
0.9277895;D82877
0.92802674;D52125
0.9281229;D35162
0.9314267;D87959
0.93376976;D87763
0.9338279;D91239
0.9344535;D15411
0.93868184;D7167
0.939065;D74107
0.94142354;D91693
0.9451926;D27971
Number of distance computations:78334
IDquery;Q154
0.8207671;D48630
0.823073;D34372
0.8516698;D643
0.8550151;D85769
0.8671845;D59700
0.87234694;D95219
0.88141596;D9224
0.8972463;D73625
0.9011126;D57750
0.9115125;D15233
0.9250509;D78230
0.92693746;D57123
0.9317924;D70635
0.93659806;D93599
0.93774337;D52448
0.93817955;D43690
0.94094646;D14409
0.9414583;D81968
0.9436889;D70314
0.94492996;D73138
0.94899243;D97140
0.94931346;D50370
0.9504636;D96004
0.9559688;D27228
0.95842963;D42821
0.95854765;D92938
0.959806;D80672
0.96086234;D54159
0.96321964;D50366
0.9634352;D83324
Number of distance computations:89709
IDquery;Q396
0.68080527;D47417
0.7126633;D75094
0.727763;D56424
0.7278853;D75308
0.7443607;D2716
0.75409937;D46221
0.76493376;D5265
0.7666096;D82682
0.7738772;D30696
0.77548915;D47142
0.7872129;D54739
0.7909721;D64717
0.79310614;D43778
0.7932399;D34444
0.798477;D26164
0.79953426;D19834
0.80061966;D48886
0.80140525;D71830
0.8014196;D2104
0.80261683;D54833
0.8053113;D28533
0.8068339;D58431
0.8088457;D5630
0.8129265;D91777
0.8178875;D7596
0.82103014;D60573
0.8212035;D60239
0.8229877;D84457
0.8241238;D60395
0.82699734;D68200
Number of distance computations:30063
IDquery;Q153
0.81402874;D48506
0.8271142;D36704
0.83609825;D50504
0.8461804;D4524
0.8811561;D10213
0.8821043;D73420
0.8916816;D8321
0.90691847;D20413
0.91119695;D11132
0.9304061;D32883
0.93431157;D54163
0.936591;D45080
0.9393537;D63480
0.95282847;D30102
0.9530196;D99720
0.9557781;D57887
0.95612717;D6399
0.96394664;D12831
0.9644314;D3410
0.96455276;D62528
0.966791;D96866
0.9682537;D95253
0.9686804;D41824
0.97000134;D59227
0.97144926;D59476
0.9748705;D26700
0.9757245;D68270
0.9774837;D19759
0.97759;D37972
0.9777098;D30794
Number of distance computations:81101
IDquery;Q395
0.7743674;D24568
0.9247266;D91678
0.9257805;D27087
0.9415902;D35473
0.9465824;D17576
0.9791632;D75267
0.986914;D56918
0.98967326;D95696
0.99505264;D97495
1.0043828;D44306
1.0116751;D58410
1.0213137;D68146
1.0222267;D58248
1.0282952;D42925
1.0383611;D40688
1.0387236;D51166
1.0426589;D6655
1.0430331;D90920
1.054807;D42116
1.0588286;D66334
1.0640277;D65137
1.0651135;D53840
1.065556;D48607
1.0659957;D4509
1.0708296;D46178
1.072783;D22380
1.0757321;D2573
1.0759097;D92058
1.0780852;D85340
1.0792631;D9713
Number of distance computations:88573
IDquery;Q390
0.8372753;D31618
0.8391605;D66886
0.87972593;D32785
0.886271;D55505
0.8985444;D62670
0.9130217;D84163
0.92259204;D26930
0.94105345;D91295
0.9933803;D11709
1.0041287;D91747
1.0089141;D86986
1.0099696;D38085
1.0132815;D73712
1.0137262;D83355
1.0235591;D51512
1.0288;D42781
1.029309;D72298
1.0305701;D91178
1.0308022;D78382
1.0354146;D48584
1.0381254;D71861
1.0426333;D78906
1.048616;D90854
1.0521023;D38806
1.0538605;D68831
1.0539253;D54451
1.0578777;D39769
1.0658202;D36328
1.069735;D67712
1.0705159;D6602
Number of distance computations:81682
IDquery;Q150
0.8079519;D83250
0.8094005;D91853
0.8912432;D69225
0.91110843;D43092
0.9312103;D38208
0.9342139;D68701
0.9399922;D8422
0.9626765;D60727
0.9818401;D94746
0.98339105;D97601
0.98507637;D13427
0.9923212;D77437
1.0047635;D33488
1.0062075;D28223
1.0187409;D90333
1.019383;D14551
1.0207738;D49714
1.0239688;D65794
1.0283521;D72973
1.0286682;D17103
1.0317698;D49269
1.0373871;D17896
1.038934;D42486
1.0397631;D508
1.0439267;D7057
1.048315;D25278
1.0515027;D93714
1.0542198;D59723
1.0590163;D32264
1.0602206;D8056
Number of distance computations:90874
IDquery;Q392
0.9357854;D78826
0.9395666;D55052
0.94887215;D25555
0.96292865;D23173
0.96522313;D62723
0.9700438;D21869
1.0040168;D47173
1.0190071;D69347
1.022471;D76670
1.0252044;D46278
1.0355747;D11832
1.0373459;D19859
1.0383508;D2818
1.0493735;D47848
1.0514828;D22670
1.0646216;D78483
1.0689324;D96419
1.0742724;D33110
1.0750675;D39178
1.0773301;D20828
1.0849593;D92718
1.0851074;D73500
1.0878375;D86664
1.0882392;D20327
1.0932149;D53733
1.0954252;D68623
1.0964683;D23857
1.100887;D78865
1.115309;D61330
1.1175301;D71487
Number of distance computations:91065
IDquery;Q391
1.0191535;D39453
1.0302491;D15597
1.0813671;D26854
1.0967727;D85967
1.0989769;D33190
1.1011014;D79235
1.1051534;D74031
1.1150856;D541
1.1169022;D75775
1.123166;D60171
1.1297543;D38430
1.1306674;D24517
1.1341993;D93731
1.1391239;D31041
1.1423955;D7724
1.1424731;D93780
1.1452721;D4851
1.1509837;D60314
1.1518346;D45585
1.1520822;D46916
1.1549855;D72913
1.1552187;D28867
1.1579671;D11288
1.1656121;D59113
1.169056;D6532
1.1693218;D82062
1.1706606;D87614
1.1723585;D86929
1.1753985;D66620
1.1787753;D2239
Number of distance computations:83599
IDquery;Q178
0.65102845;D83172
0.7726282;D99899
0.8665232;D25139
0.8688121;D36398
0.87015057;D35186
0.88818103;D11239
0.8889966;D20904
0.9094374;D62308
0.9109953;D57769
0.91824317;D61063
0.9232427;D55163
0.92755955;D68884
0.92851603;D60185
0.93092865;D29369
0.94934493;D59860
0.95040566;D61751
0.95059747;D97924
0.9535708;D80418
0.9567785;D28965
0.9574425;D55148
0.9653662;D24673
0.9692124;D26448
0.9705435;D39801
0.9716398;D18208
0.971712;D54702
0.9722514;D15416
0.97500014;D53436
0.9758336;D67738
0.9774648;D5127
0.98139435;D59696
Number of distance computations:83207
IDquery;Q177
0.89024925;D96374
0.895215;D91500
0.9252671;D31499
0.92960984;D93837
0.94143414;D86309
0.9603981;D56371
0.9662147;D67640
0.9697468;D75645
0.9794497;D43561
0.9934171;D1328
0.9935395;D13619
1.0110031;D13687
1.0202645;D61458
1.0256889;D68448
1.0269845;D28808
1.0290033;D22192
1.0369835;D51849
1.0384895;D58209
1.0409688;D77756
1.0430071;D63128
1.0437895;D91528
1.0493765;D75002
1.0541717;D25628
1.0563321;D44795
1.0568308;D25284
1.0608587;D3407
1.0617633;D63936
1.062131;D62823
1.0632378;D45345
1.0658711;D8394
Number of distance computations:61923
IDquery;Q179
0.88674897;D59795
0.8992587;D43540
0.907681;D65259
0.90881807;D73964
0.90932435;D20069
0.92476946;D78895
0.9288769;D19071
0.9407683;D98528
0.9496905;D20279
0.9598149;D6993
0.9602238;D70543
0.9602331;D89802
0.96985894;D42063
0.9698611;D15854
0.9765061;D71869
0.9794606;D49048
0.98456424;D55599
1.0120372;D84036
1.0211865;D83060
1.0227444;D87065
1.0273721;D16828
1.0350677;D63821
1.040292;D82056
1.0404153;D3952
1.0406482;D3730
1.0409337;D16071
1.0464495;D29733
1.0467215;D91416
1.0505003;D70997
1.053782;D99401
Number of distance computations:90816
IDquery;Q185
0.7654865;D86976
0.9001123;D39971
0.91583043;D25579
0.9450984;D16407
0.9485068;D7942
0.9759427;D68469
0.9775778;D93114
0.9856449;D96413
0.9856699;D64325
0.9876063;D49390
0.9991456;D43437
1.0010588;D41802
1.0120583;D33263
1.0157417;D14168
1.018971;D20637
1.0194556;D70395
1.0205549;D4746
1.0214633;D26584
1.0216408;D70695
1.0233158;D67552
1.0237923;D43047
1.029887;D66797
1.0305781;D81716
1.0335721;D8507
1.0349019;D66167
1.0354441;D14927
1.0365597;D95499
1.0426875;D89871
1.0435704;D73836
1.044424;D22989
Number of distance computations:89063
IDquery;Q184
0.82539415;D29602
0.8568114;D30059
0.8636872;D65088
0.87973624;D60998
0.9345968;D41404
0.9398901;D25447
0.94444674;D32125
0.97136086;D21259
0.9721213;D47975
0.97965837;D25474
0.9867532;D91661
0.9878773;D21622
0.9887682;D97663
0.9898243;D75171
0.98994035;D44053
0.9900291;D76064
0.9948297;D30993
0.99795705;D31143
0.9993881;D90777
0.99971604;D90449
1.0023957;D93117
1.0049173;D44114
1.0103745;D96549
1.0104057;D48608
1.0106038;D60842
1.0119894;D46746
1.0164819;D79595
1.0169009;D89721
1.0169649;D19732
1.0193701;D57618
Number of distance computations:89064
IDquery;Q187
0.6622132;D47194
0.8733207;D55852
0.8879119;D91303
0.8884434;D54307
0.9037235;D15788
0.94075704;D21486
0.9440318;D30708
0.9516977;D17908
0.9564219;D46335
0.9730245;D37914
0.98218894;D15291
0.99250716;D63759
1.0003378;D62409
1.0033844;D1559
1.0041695;D31665
1.0042299;D36064
1.007849;D17793
1.0132729;D1729
1.0143555;D57357
1.0147783;D34146
1.0153285;D33666
1.0354749;D97235
1.0380732;D83076
1.0387076;D53263
1.0455878;D85841
1.0472189;D17203
1.0485606;D41671
1.0489521;D46300
1.0627487;D70924
1.0637982;D85507
Number of distance computations:85371
IDquery;Q186
0.72378796;D96366
0.7323375;D44187
0.7535329;D5875
0.78038704;D28
0.8057674;D21282
0.8251317;D98935
0.84391177;D72419
0.8458462;D71858
0.8478062;D57863
0.85579413;D13967
0.8816229;D55841
0.8825992;D21786
0.88917595;D37222
0.8895068;D49023
0.89544064;D36277
0.900997;D49837
0.90374625;D79624
0.90410256;D64673
0.911162;D97958
0.9149213;D87033
0.9182947;D92712
0.91980743;D15282
0.92439336;D42656
0.92627245;D70191
0.92776316;D37769
0.9299963;D74862
0.9308242;D66570
0.93416053;D83939
0.93609226;D66557
0.9365801;D18037
Number of distance computations:77874
IDquery;Q181
0.73444587;D38402
0.88023734;D65222
0.9291502;D36976
0.93172646;D12512
0.94705343;D21460
0.99794847;D44430
1.0032759;D85210
1.005762;D4463
1.0148307;D51939
1.0162886;D62417
1.0264513;D62435
1.0336604;D67033
1.0343812;D99111
1.0431027;D89237
1.0458035;D90352
1.0459847;D94295
1.0502623;D6217
1.0529834;D18354
1.0532013;D25171
1.0568341;D34650
1.0569054;D42397
1.0639856;D73639
1.0690558;D79173
1.069245;D14212
1.0694913;D65038
1.0747164;D61782
1.0777045;D63409
1.0830073;D78247
1.0866344;D93968
1.0890568;D50019
Number of distance computations:83655
IDquery;Q180
0.6675438;D66529
0.8266257;D31525
0.8446788;D81108
0.8501569;D99598
0.87829137;D89787
0.8867328;D29056
0.8978289;D4196
0.9041905;D28490
0.9078221;D81056
0.9083313;D60778
0.91043794;D70100
0.9181023;D89909
0.9223328;D30085
0.9223335;D50035
0.9285332;D2322
0.93379146;D42537
0.93429154;D63835
0.9344275;D92802
0.9392889;D80931
0.93998367;D18699
0.94073147;D59989
0.9408281;D86520
0.94145006;D37177
0.94269663;D47643
0.9504012;D88086
0.9511464;D19131
0.96298766;D18446
0.9656192;D34526
0.966055;D41202
0.9670124;D49675
Number of distance computations:90682
IDquery;Q183
0.7350356;D78807
0.7624106;D42100
0.78803205;D91696
0.80792403;D83989
0.82952356;D94867
0.8394885;D21102
0.853096;D31857
0.8661253;D80313
0.8716611;D75707
0.8782087;D68178
0.8922517;D86269
0.8950791;D95476
0.9004235;D64977
0.9030205;D26593
0.9056473;D71338
0.9076859;D24362
0.9124191;D53989
0.9136815;D26701
0.9160778;D60300
0.933594;D27382
0.93683136;D40138
0.9382451;D42745
0.9407241;D96087
0.9418474;D68399
0.9442317;D82426
0.9474185;D29562
0.9492324;D21420
0.94928133;D1218
0.9518511;D73213
0.9519115;D94339
Number of distance computations:82206
IDquery;Q182
0.69157004;D25500
0.69890296;D98426
0.7493893;D6268
0.7496645;D31638
0.78063387;D59935
0.78068405;D4562
0.78124464;D81648
0.78568536;D19565
0.7987411;D1732
0.80270904;D53169
0.8156271;D1365
0.83231354;D15711
0.8393274;D47609
0.8413378;D28072
0.8437956;D59176
0.8457306;D63385
0.84664124;D87900
0.84898293;D21
0.8496213;D94917
0.8557071;D30800
0.85816675;D48934
0.86093336;D89619
0.8613394;D83556
0.8623341;D68035
0.8695753;D29834
0.8696565;D3858
0.87071353;D73412
0.8744428;D26215
0.87770516;D17755
0.8820146;D72956
Number of distance computations:52640
IDquery;Q167
0.754726;D91932
0.8319854;D35269
0.8454782;D94459
0.8467881;D98448
0.8611458;D17970
0.86809224;D88340
0.8776605;D7243
0.8980093;D11910
0.9290435;D10798
0.930413;D93960
0.9317291;D5673
0.94046503;D19326
0.94231653;D57001
0.94286615;D9547
0.943486;D83431
0.9440846;D30283
0.9475517;D56763
0.9540861;D4753
0.9576877;D48532
0.9588358;D22323
0.95905447;D72409
0.9598885;D39314
0.9620253;D79411
0.964125;D61938
0.9667577;D67506
0.9673619;D31950
0.96973014;D14739
0.9740132;D24620
0.97498715;D99699
0.9757765;D99651
Number of distance computations:92481
IDquery;Q166
0.80034554;D68523
0.8733759;D37939
0.8828519;D68085
0.89756167;D67065
0.9159442;D56685
0.91746587;D69080
0.919389;D25587
0.9346585;D9325
0.9373075;D77787
0.93975395;D5255
0.96162057;D17360
0.9675905;D47383
0.97235674;D84956
0.97444856;D97302
0.97753173;D83330
0.9822205;D4040
0.98304033;D52475
0.9839472;D45445
0.9849165;D29236
0.9913008;D34888
0.99172586;D7156
0.99683905;D28473
1.0025926;D43591
1.0072387;D1502
1.0114926;D6623
1.012572;D45681
1.015288;D31331
1.0159299;D72757
1.0201205;D1686
1.021103;D26648
Number of distance computations:81950
IDquery;Q169
0.7773709;D14771
0.84680223;D734
0.8766158;D29742
0.8818673;D29091
0.8858837;D45871
0.90020883;D1195
0.9193276;D33537
0.9253985;D33658
0.9287867;D99897
0.9291032;D75693
0.92920685;D92472
0.9399341;D41306
0.94223255;D45492
0.9459454;D91255
0.9497878;D74864
0.95333374;D70965
0.9559246;D36887
0.9631743;D250
0.96364766;D75717
0.96599597;D64653
0.9667368;D72748
0.96767086;D69152
0.9731547;D29608
0.973899;D64948
0.9849163;D97124
0.9852681;D91549
0.9888533;D67163
0.98896694;D44156
0.98923284;D64856
0.9894706;D49162
Number of distance computations:92511
IDquery;Q168
0.80506116;D58277
0.8772067;D50615
0.8999038;D93589
0.90618366;D99359
0.9096021;D64626
0.9132754;D71970
0.9214428;D54710
0.92826414;D44103
0.93097;D99669
0.9367989;D78545
0.9434819;D7843
0.94568425;D36680
0.9489597;D52630
0.95250386;D5883
0.95385647;D5492
0.9572999;D50069
0.95890206;D59328
0.96081233;D27468
0.963791;D38057
0.9721148;D41670
0.97749037;D66404
0.97788703;D61679
0.9791073;D77914
0.98045516;D47742
0.98116034;D66696
0.9892518;D58464
0.9949107;D21851
0.99618244;D8976
0.9971373;D35714
0.997636;D47338
Number of distance computations:85862
IDquery;Q174
0.8692254;D298
0.9226847;D50275
0.9338961;D98797
0.96150315;D92421
0.97743034;D95506
0.9847804;D21432
0.9871229;D15031
0.99766064;D65066
1.0017139;D14509
1.0149897;D10639
1.0197351;D68334
1.022689;D39354
1.0250407;D44315
1.0332515;D41566
1.0339261;D6827
1.0348133;D13224
1.0370607;D46166
1.0456845;D94184
1.0483348;D6468
1.048899;D24265
1.0543187;D57439
1.0546465;D28004
1.0603651;D84481
1.0606645;D88894
1.0631053;D13319
1.0650849;D15672
1.0717806;D81064
1.074899;D96408
1.0783261;D78965
1.0807223;D13921
Number of distance computations:82679
IDquery;Q173
0.7966873;D48623
0.8185527;D39178
0.8219501;D66620
